id	identifier	bibliographicCitation	title	creator	date	type
108996		Biblioth. Phycol.,92: 1-81,1992	Biblioth. Phycol.	Franceschini, I.M.	1992	
108997		Amazoniana,2: 243-283,1974	Amazoniana	Uherkovich, G. & Schmidt, G.W.	1974	
108999		Amazoniana,2: 243-283,1974	Amazoniana	Uherkovich, G. & Schmidt, G.W.	1974	
109000		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109001		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109002		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Avila, I.R.	1995	
109003		Biblioth. Phycol.,92: 1-81,1992	Biblioth. Phycol.	Franceschini, I.M.	1992	
109006		Boletim do Museu Botânico Municipal,68: 1-55.,2006	Boletim do Museu Botânico Municipal	Meijer, A.A.R.	2006	
109007		Hoehnea,16: 35-55,1989	Hoehnea	Menezes, M. & Fernandes, V.O.	1989	
109008		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109009		Iheringia, Bot.,63(1): 15-36,2008	Iheringia, Bot.	Alves-da-Silva, S.M. et al.	2008	
109010		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109011		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109012		Iheringia, Bot.,63(1): 15-36,2008	Iheringia, Bot.	Alves-da-Silva, S.M. et al.	2008	
109013		Iheringia, Bot.,44: 45-83,1994	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1994	
109014		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109015		Rev. Brasil. Biol.,51(4): 813-828,1991	Rev. Brasil. Biol.	Alves-da-Silva, S.M. et al.	1991	
109016		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109017		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109018		Hoehnea,24(2): 1-16,1997	Hoehnea	Albuquerque, C.S. &  Menezes, M.	1997	
109019		Rev. Brasil. Biol.,52(1): 141-149,1992	Rev. Brasil. Biol.	De-Lamonica-Friere, E.M. et al.	1992	
109020		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109031		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109035		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109037		Acta Bot. Brasil.,21(2): 401-409,2007	Acta Bot. Brasil.	Alves-da-Silva, S.M. & Schüller-da-Silva, A.	2007	
109040		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Avila, I.R.	1995	
109041		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109042		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109043		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109044		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109045		Hoehnea,16: 35-55,1989	Hoehnea	Menezes, M. & Fernandes, V.O.	1989	
109047		Rev. Nord. Biol.,1(1): 21-29,1978	Rev. Nord. Biol.	Freire de Góis, S.A.	1978	
109048		Acta Bot. Brasil.,21(2): 401-409,2007	Acta Bot. Brasil.	Alves-da-Silva, S.M. & Schüller-da-Silva, A.	2007	
109049		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109052		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109055		Acta Bot. Brasil.,21(2): 401-409,2007	Acta Bot. Brasil.	Alves-da-Silva, S.M. & Schüller-da-Silva, A.	2007	
109058		Acta Bot. Brasil.,21(2): 401-409,2007	Acta Bot. Brasil.	Alves-da-Silva, S.M. & Schüller-da-Silva, A.	2007	
109059		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109060		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109062		Mycotaxon,111: 87-90,2010	Mycotaxon	Gibertoni, T.B. &  Drechsler-Santos, R.E.	2010	
109063		Mycotaxon,111: 87-90,2010	Mycotaxon	Gibertoni, T.B. &  Drechsler-Santos, R.E.	2010	
109064		Mycotaxon,111,2010	Mycotaxon	Gibertoni, T.B. &  Drechsler-Santos, R.E.	2010	
109077		Flora of the Venezuelan Guayana.,Vol. 5: 416-419.,1999	Flora of the Venezuelan Guayana.	Lima, H.C. & Aymard, G.A.	1999	original description
109088		1999		Lima, H.C. & Aymard, G.A.	1999	
109096		Notizbl. Königl. Bot. Gart. Berlin,7:212,1917	Notizbl. Königl. Bot. Gart. Berlin	Knuth, R.	1917	original description
109100		J. Arnold Arbor.,23: 312.,1942	J. Arnold Arbor.	Kobuski, C.E.	1942	original description
109101		Flora,39: 438.,1856	Flora	Steudel, E.	1856	original description
109109		Contr. U.S. Natl. Herb.,34(5): 363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
109110		Contr. U.S. Natl. Herb.,34(5): 363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
109113		Contr. U.S. Natl. Herb.,34(5): 363,1967	Contr. U.S. Natl. Herb.	Goldberg, ZA.	1967	
109114		Contr. U.S. Natl. Herb.,34(5):363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
109115		Contr. U.S. Natl. Herb.,34(5): 363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
109116		Contr. U.S. Natl. Herb.,34(5): 363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
109119		Notizblatt des Botanischen Gartens und Museums zu,6: 295,1915	Notizblatt des Botanischen Gartens und Museums zu	Pilger, Robert Knud Friedrich	1915	original description
109129		Descriptions of Three Hundred New Species of South,1:22,1920	Descriptions of Three Hundred New Species of South	Rusby, Henry Hurd	1920	original description
109130		Monographie der Hernandiaceen. Botanische Jahrbucher,89(2): 198,1969	Monographie der Hernandiaceen. Botanische Jahrbucher	Kubitzki, K.	1969	
109131		Lloydia,2: 181,1939	Lloydia	Smith, Albert Charles	1939	original description
109134		1996		Barneby, R.C.	1996	
109135		1996		Barneby, R.C.	1996	
109136		1996		Barneby, R.C.	1996	
109137		1982		Lima, H.C.	1982	
109138		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109138		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109139		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Avila, I.R.	1995	
109140		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109140		Rickia,14: 53-71,1987	Rickia	Menezes, M. & Fernandes, V.O.	1987	
109141		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109142		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109143		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109144		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109145		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109146		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109147		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109148		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109149		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109150		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109150		Hoehnea,16: 35-55,1989	Hoehnea	Menezes, M. & Fernandes, V.O.	1989	
109151		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109152		Rev. Brasil. Biol.,52(1): 141-149,1992	Rev. Brasil. Biol.	De-Lamonica-Friere, E.M. et al.	1992	
109153		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109154		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109157		Pl. Syst. Evol.,132: 73,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109158		Comun. Mus. Nac. B. Aires,2: 50,1923	Comun. Mus. Nac. B. Aires		1923	
109160		1962		Koeppen, R. & Iltis, H.H.	1962	
109162		1962		Koeppen, R. & Iltis, H.H.	1962	
109163		1962		Koeppen, R. & Iltis, H.H.	1962	
109164		Suppl. Pl.,269,1782	Suppl. Pl.		1782	
109164		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109165		Pl. Usuel. Bras.,6: 3,1825	Pl. Usuel. Bras.		1825	
109165		Pl. Syst. Evol.,132: 53-83,	Pl. Syst. Evol.	Ehrendorfer, F. et al.		
109166		Pl. Usuel. Bras.,6: 3,1825	Pl. Usuel. Bras.		1825	
109166		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109167		Novon,16: 200,2006	Novon	Anderson, W.R.	2006	
109168		Pl. Usuel. Bras.,6: 3,1825	Pl. Usuel. Bras.		1825	
109168		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109170		Ann. Mag. Nat. Hist.,2: 44,1858	Ann. Mag. Nat. Hist.		1858	
109170		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109172		Pl. Syst. Evol.,132: 75,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109173		Arq. Mus. Nac. Rio de Janeiro,13: 62,1905	Arq. Mus. Nac. Rio de Janeiro		1905	
109173		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109175		Pl. Usuel. Bras.,6: 1,1825	Pl. Usuel. Bras.		1825	
109175		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109176		Ann. Mag. Nat. Hist.,2: 48,1858	Ann. Mag. Nat. Hist.		1858	
109176		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109178		Ann. Mag. Nat. Hist.	Ann. Mag. Nat. Hist.			
109178		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109179		Pl. Syst. Evol.,132: 72,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109180		J. Arnold Arbor.,24(1): 32-33,1943	J. Arnold Arbor.		1943	
109180		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109181		Fieldiana, Bot.,28: 235,1951	Fieldiana, Bot.		1951	
109181		Pl. Syst. Evol.,132: 53-83,1979	Pl. Syst. Evol.	Ehrendorfer, F. et al.	1979	
109182		Fieldiana, Bot.,28/22,1951	Fieldiana, Bot.	Swallen, J.R.	1951	
109183		Kew Bull.,42/922.,1987	Kew Bull.	Renvoize, S. A.	1987	
109186		Flora Neotropica,76: 284,1999	Flora Neotropica	Fryxell, P.A.	1999	
109195		Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay),p. 132,2005	Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay)	Zuloaga, F.O. & Morrone, O.	2005	
109199		Lundiana,9: 109.,2008	Lundiana	Sobral, M.	2008	
109200		Lundiana,9: 107.,2008	Lundiana	Sobral, M.	2008	original description
109201		Lundiana,9: 109.,2008	Lundiana	Sobral, M.	2008	
109202		Loefgrenia,125: 4.,2008	Loefgrenia	Mattos, J.R.	2008	original description
109203		Loefgrenia,125: 4.,2008	Loefgrenia	Mattos, J.R.	2008	
109215		Revista Brasil. Bot.,32:545-570,2009	Revista Brasil. Bot.	Alves, A.M., Moura, C.W.N,, Alves, G.L., Gestinari, L.M.S,	2009	
109216		Rodriguésia,60: 39-66,2009	Rodriguésia	Brasileiro, P.S. et al.	2009	
109219		Fl. Peruv.,1: 69,1798	Fl. Peruv.	Ruiz, L.H. &  Pavón, J.A.	1798	original description
109220		Amer. J. Bot.,9: 572,1923	Amer. J. Bot.	Yuncker, T.G.	1923	original description
109221		Amer. J. Bot.,9: 568,1923	Amer. J. Bot.	Yuncker, T.G.	1923	original description
109222		Trans. Acad. Sci. St. Louis,1: 509,1859	Trans. Acad. Sci. St. Louis	Engelmann, G.	1859	original description
109223		Amer. J. Bot.,9: 569,1923	Amer. J. Bot.	Yuncker, T.G.	1923	original description
109224		Phytotaxa,14: 22–42,2010	Phytotaxa	Gestinari, L.M.S., Pereira, S.M.B. & Yoneshigue-Valentin, Y.	2010	
109236		Hoehnea,33: 359-370,2006	Hoehnea	Barata, D. & Fujii, M.T.	2006	
109237		Hoehnea,33: 359-370,2006	Hoehnea	Barata, D. & Fujii, M.T.	2006	
109248		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109249		Arq. Biol. Tecnol.,33(1): 1-79,1990	Arq. Biol. Tecnol.	Cecy, I.I.T.	1990	
109250		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109250		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109251		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109253		Arq. Biol. Tecnol.,33(1): 1-79,1990	Arq. Biol. Tecnol.	Cecy, I.I.T.	1990	
109254		Rev. Brasil. Biol.,51(4): 813-828,1991	Rev. Brasil. Biol.	Alves-da-Silva, S.M. et al.	1991	
109255		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109256		Amazoniana,2: 243-283,1974	Amazoniana	Uherkovich, G. & Schmidt, G.W.	1974	
109257		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109258		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109259		Boletim do Instituto de Botânica,17:143-194,2006	Boletim do Instituto de Botânica	Guimarães, S.M.P.B.	2006	
109259		Monografias Ficológicas,2:3-65,2005	Monografias Ficológicas	Moura, C.W.N. & Guimaraes, S.M.P.B.	2005	
109261		Iheringia, Bot.,63(1): 15-36,2008	Iheringia, Bot.	Alves-da-Silva, S.M. et al.	2008	
109262		Iheringia, Bot.,63(1): 15-36,2008	Iheringia, Bot.	Alves-da-Silva, S.M. et al.	2008	
109263		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109264		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109265		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109266		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109266		Hoehnea,16: 35-55,1989	Hoehnea	Menezes, M. & Fernandes, V.O.	1989	
109267		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109267		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109268		Rev. Hydrobiol. trop.,26(3): 187-197,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109269		Iheringia, Bot.,45: 117-142,1994	Iheringia, Bot.	Jati, S. & Train, S.	1994	
109270		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109271		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109272		Arq. Biol. Tecnol.,33(1): 1-79,1990	Arq. Biol. Tecnol.	Cecy, I.I.T.	1990	
109273		Hoehnea,16: 35-55,1989	Hoehnea	Menezes, M. & Fernandes, V.O.	1989	
109274		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109275		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109276		Acta Bot. Brasil.,21(2): 401-409,2007	Acta Bot. Brasil.	Alves-da-Silva, S.M. & Schüller-da-Silva, A.	2007	
109277		Rev. Brasil. Biol.,51(4): 813-828,1991	Rev. Brasil. Biol.	Alves-da-Silva, S.M. et al.	1991	
109278		Hoehnea,26(1): 47-60,1999	Hoehnea	Alves-da-Silva, S.M. & Crossetti, L.O.	1999	
109279		Arq. Biol. Tecnol.,33(1): 1-79,1990	Arq. Biol. Tecnol.	Cecy, I.I.T.	1990	
109280		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109281		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109282		Amazoniana,2: 243-283,1974	Amazoniana	Uherkovich, G. & Schmidt, G.W.	1974	
109283		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109284		Arq. Biol. Tecnol.,33(1): 1-79,1990	Arq. Biol. Tecnol.	Cecy, I.I.T.	1990	
109285		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109286		Rev. bras. bot.,22(2): 107-116,1999	Rev. bras. bot.	Giani, A. et al.	1999	
109289		Hoehnea,33: 359-370,2006	Hoehnea	Barata, D. & Fujii, M.T.	2006	
109289		Flora Ficológica do estado de São Paulo 3: Ulvophyceae,1-96,2009	Flora Ficológica do estado de São Paulo 3: Ulvophyceae	Coto, A.C.S.P. & Pupo, D.	2009	
109292		Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay),p. 144,2005	Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay)	Zuloaga, F.O. & Morrone, O.	2005	
109294		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109295		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109296		Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay),p. 149.,2005	Revisión de las especies de Paspalum para América del Sur austral (Argentina, Bolívia, sur Del Brasil, Chile, Paraguay y Uruguay)	Zuloaga, F.O. & Morrone, O.	2005	
109299		Iheringia, Bot.,45: 89-116,1994	Iheringia, Bot.	Alves-da-Silva, S.M. & Laitano, C.S.	1994	
109300		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109301		Iheringia, Bot.,46: 27-56,1995	Iheringia, Bot.	Alves-da-Silva, S.M. & Torres, J.R.	1995	
109307		Anais 2 Cong. Brasil. Biol. Mar.,4(1): 1-77,1995	Anais 2 Cong. Brasil. Biol. Mar.	Menezes, M. et al.	1995	
109308		Hoehnea,24(2): 1-16,1997	Hoehnea	Albuquerque, C.S. &  Menezes, M.	1997	
109308		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109309		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109310		Rev. Hydrobiol. trop.,26(1): 3-18,1993	Rev. Hydrobiol. trop.	Conforti, V.	1993	
109311		Hoehnea,22(1-2): 1-15,1995	Hoehnea	Menezes, M. et al.	1995	
109312		Rev. bras. bot.,22(2): 107-116,1999	Rev. bras. bot.	Giani, A. et al.	1999	
109314		Rev. bras. bot.,22(2): 107-116,1999	Rev. bras. bot.	Giani, A. et al.	1999	
109317		Brittonia,33(3): 435-440.,1981	Brittonia	Rudd, V.E.	1981	original description
109319		1981		Rudd, V.E.	1981	
109352		Iheringia, Bot.,7: 193-295.,1960	Iheringia, Bot.	Rick, J.	1960	
109353		Boletim do Museu Botânico Municipal,68: 1-55.,2006	Boletim do Museu Botânico Municipal	Meijer, A.A.R.	2006	
109354		Hoehnea,29(2): 79-91,2009	Hoehnea	Alves-da-Silva & Bicudo, C.E.	2009	
109359		Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo,289,1982	Levantamento das Euglenaceae pigmentadas do Distrito Federal, Brasil, Tese de Doutorado, Instituto de Biociências, Universidade de São Paulo	Cardoso, M.B.	1982	
109360		Amazoniana,2: 243-283,1974	Amazoniana	Uherkovich, G. & Schmidt, G.W.	1974	
109362		Ficoflórula da Lagoa de Estabilização de São José dos Campos, Estado de São Paulo, Brasil, exclusive Bacillariophyceae, Dissertação de Mestrado, Universidade de São Paulo,230,1979	Ficoflórula da Lagoa de Estabilização de São José dos Campos, Estado de São Paulo, Brasil, exclusive Bacillariophyceae, Dissertação de Mestrado, Universidade de São Paulo	Cardoso, M.B.	1979	
109363		Mem. Inst. Oswaldo Cruz,5(2): 101-122,1913	Mem. Inst. Oswaldo Cruz	Cunha, A.M.	1913	
109364		Mem. Inst. Oswaldo Cruz,5(2): 522-524,1913	Mem. Inst. Oswaldo Cruz	Cunha, A.M.	1913	
109366		Mem. Inst. Oswaldo Cruz,5(2): 522-524,1913	Mem. Inst. Oswaldo Cruz	Cunha, A.M.	1913	
109368		Mem. Inst. Oswaldo Cruz,5(2): 522-524,1913	Mem. Inst. Oswaldo Cruz	Cunha, A.M.	1913	
109370		Mem. Inst. Oswaldo Cruz,5(2): 522-524,1913	Mem. Inst. Oswaldo Cruz	Cunha, A.M.	1913	
109372		Levantamento taxonômico e variação temporal das Euglenophyceae de um reservatório raso no município de Triunfo, Estado do Rio Grande do Sul. Tese de Doutorado, Universidade Estadual Paulista,481,1998	Levantamento taxonômico e variação temporal das Euglenophyceae de um reservatório raso no município de Triunfo, Estado do Rio Grande do Sul. Tese de Doutorado, Universidade Estadual Paulista	Alves-da-Silva, S.M.	1998	
