id	identifier	bibliographicCitation	title	creator	date	type
603804		Phytotaxa,230: 274-280,2015	Phytotaxa	Miranda, M.R., Furtado, S.G. & Menini Neto, L.	2015	original description
28834		Fl. Serr. Min.,1: 37-38 Tab. 12,1908	Fl. Serr. Min.	Silveira, A. A.	1908	original description
603805		Nova Hedwigia,138: 121.,2010	Nova Hedwigia	Reiner-Drehwald, M.E,	2010	
603805		Trans. & Proc. Bot. Soc. Edinburgh,15: 274.,1884	Trans. & Proc. Bot. Soc. Edinburgh	Spruce, R.	1884	original description
28807		Fl. Serr. Min.,1: 39-40 tab. 14,1908	Fl. Serr. Min.	Silveira, A. A.	1908	original description
603806		Kew Bull.,63: 151–154,2008	Kew Bull.	Delgado-Salinas, A. &  Lewis, G.P.	2008	original description
603807		Hist. Phys. Cuba, Pl. Cell.,469.,1842	Hist. Phys. Cuba, Pl. Cell.	Montagne, J.P.F.C.	1842	original description
580756		Öfvers. Förh. Kongl. Svenska Vetensk.-Akad.,33(7): 87.,1876	Öfvers. Förh. Kongl. Svenska Vetensk.-Akad.	Aongstroem, J.	1876	original description
96491		The Bryologist,110(1): 1-45,2007	The Bryologist	Allen, B.H. & Magill, R.E.	2007	
13326		Novon,5: 76-96,1995	Novon	Sendulsky, T.	1995	original description
13333		Bambuseae Monographice Expoint,7: 127,1839	Bambuseae Monographice Expoint	Ruprecht, F.G.	1839	original description
594852		Flora Brasilensis,12(3): 28.,1886	Flora Brasilensis	K. Schum.	1886	original description
599118		Fl. bras.,12(3): 22.,1886	Fl. bras.	K. Schum.	1886	original description
601978		Flora Brasilensis,12(3): 18,1886	Flora Brasilensis	K. Schum.	1886	original description
111435		Willdenowia,42(1): 117-126,2012	Willdenowia	Lack,H.W.	2012	
603816		Sitzungsber. Math.-Phys. Cl. Konigl. Bayer, Akad.,9: 536,1879	Sitzungsber. Math.-Phys. Cl. Konigl. Bayer, Akad.	Radlkofer, L.A.T.	1879	original description
582394		Silk Tree, Guanacaste, Monkey´s Earring - A Generic System for the Synandrous Mimosaceae of the Americas. Part IIII. Calliandra,115,1998	Silk Tree, Guanacaste, Monkey´s Earring - A Generic System for the Synandrous Mimosaceae of the Americas. Part IIII. Calliandra	Barneby, R. C.	1998	original description
1133		Hist. Pl. Remarq. Bresil,1/150,1824	Hist. Pl. Remarq. Bresil	Saint Hilaire, A.	1824	original description
28905		Enum. Pl.,3: 519,1841	Enum. Pl.	Kunth	1841	original description
603819		Phytotaxa,234/216,2015	Phytotaxa	Coutinho et al.	2015	
36454		Darwiniana,10(3): 279-460,1953	Darwiniana	Barros, M.	1953	original description
603820		Phytotaxa,299 (2): 252-260,2017	Phytotaxa	Tissot-Squalli, M.L. & Sauthier, L.J.	2017	original description
596973		Fl. bras.,III/1:273-508,1863	Fl. bras.	Koernicke, F.	1863	original description
603821		Linnaea,32: 118,1863	Linnaea		1863	
603822		Linnaea,32: 118,1863	Linnaea		1863	
603823		Bull. Herb. Boissier ser. 2,5: 677,1905	Bull. Herb. Boissier ser. 2		1905	
603824		Pflanzenr. (Engler),V: 221,1912	Pflanzenr. (Engler)	H.G.A. Engler	1912	
595191		Flora Brasilensis,III/1:408,1863	Flora Brasilensis	Koernicke, F.	1863	original description
134871		Flora Brasilensis,12/430,1891	Flora Brasilensis	Schumann, K.	1891	
603825		Bot. Jahrb. Syst.,44: 382,1910	Bot. Jahrb. Syst.		1910	
603826		Bull. Herb. Boissier ser. 2,5: 677,1905	Bull. Herb. Boissier ser. 2		1905	
603827		Linnaea,32: 120,1863	Linnaea		1863	
603828		Prodr.,15(2): 1208,1866	Prodr.	DC.	1866	
600088		Fl. bras.,III/1:408-409,1863	Fl. bras.	Koernicke, F.	1863	original description
134827		Fl. bras.,37/421,1891	Fl. bras.	Schumann, K.	1891	
603829		Linnaea,32: 118,1863	Linnaea		1863	
603830		Prodr.,15(2.2): 1206,1866	Prodr.	DC.	1866	
134872		Flora Brasilensis,12/408,1891	Flora Brasilensis	Schumman, K.	1891	
603831		Prodr.,15(2.2): 1206,1866	Prodr.	DC.	1866	
596064		Enumeratio Plantarum,III:492-580,1841	Enumeratio Plantarum	Kunth, K.S.	1841	original description
603817		Flora of the Guianas: Sapindaceae,29(127),2012	Flora of the Guianas: Sapindaceae	Acevedo-Rodríguez, P.	2012	original description
603832		Linnaea,32: 118,1863	Linnaea		1863	
603833		Prodr.,15(2.2): 1206,1866	Prodr.	DC.	1866	
603834		Prodr.,15(2.2): 1205,1866	Prodr.	DC.	1866	
603835		Linnaea,32: 118,1863	Linnaea		1863	
603836		Prodr.,15(2.2): 1206,1866	Prodr.	DC.	1866	
91468		Rodriguesis,67(3): 216,	Rodriguesis	Oellgaard, B. & Windisch, P. G.		
128541		Rodiguesia,67(3),2016	Rodiguesia	Oellgaard, B. & Windisch, P. G.	2016	
134866		Leafl. W. Bot.,4(9),1955	Leafl. W. Bot.	Kearney, T.H.	1955	
134842		Flora Brasilensis,12/423,1891	Flora Brasilensis	Schumann, K.	1891	
134861		Flora Brasilensis,12/424,1891	Flora Brasilensis	Schumann, K.	1891	
134879		Flora Brasilensis,12/413-414,1891	Flora Brasilensis	Schumman, K.	1891	
603840		Linnaea,32: 117,1863	Linnaea		1863	
603841		Linnaea,32: 117,1863	Linnaea		1863	
134526		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
134813		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
134872		Leafl. W. Bot.,8,1958	Leafl. W. Bot.	Kearney, T.H.	1958	
134819		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
134838		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
23544		Notizbl. Bot. Gart. Berlin-Dahlem,6(55): 163.,1914	Notizbl. Bot. Gart. Berlin-Dahlem	Ulbrich, O.E.	1914	original description
603842		Linnaea,32: 117,1863	Linnaea		1863	
134840		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
134843		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
603843		Linnaea,32: 116,1863	Linnaea		1863	
23545		Syst. Veg. Fl. Peruv. Chil.,97, t. 20,1794	Syst. Veg. Fl. Peruv. Chil.	Ruiz, H. & Pavón J.A.	1794	original description
78007		Arq. Inst. Biol. Veg.,2(1): 60, pl. 5.,1935	Arq. Inst. Biol. Veg.	Ducke, W.A.	1935	original description
134862		Phytotaxa,44,2012	Phytotaxa	C. Takeuchi & G.L. Esteves	2012	
603844		Bull. Herb. Boissier,6: 356,1906	Bull. Herb. Boissier		1906	
603845		Linnaea,32: 117,1863	Linnaea		1863	
134839		Kongliga Svenska Vetenskaps Academiens Handlingar,42 (12)/31,1908	Kongliga Svenska Vetenskaps Academiens Handlingar	Fries, R.E.	1908	
603846		Phytotaxa,298,2017	Phytotaxa	Meirelles, J. & Bacci, L	2017	original description
603847		Linnaea,32: 117,1863	Linnaea		1863	
603848		Brittonia2017	Brittonia	Meirelles, J. et al.	2017	original description
603849		Prodr.,15(2): 1205,1866	Prodr.	DC.	1866	
603850		Linnaea,32:120,1863	Linnaea		1863	
603851		Prodr.,15(2): 1208,1866	Prodr.	DC.	1866	
603852		Abh. Königl. Ges. Wiss. Göttingen,24: 62,1879	Abh. Königl. Ges. Wiss. Göttingen		1879	
603853		J. Arnold Arbor.,26:193,1945	J. Arnold Arbor.		1945	
603855		New national and regional bryophyte records, 45,37:4, 308-329,2015	New national and regional bryophyte records, 45	L. T. Ellis, C. Ah-Peng, S. C. Aranda, H. Bednarek-Ochyra, E. A. Borovichev, B. Cykowska-Marzencka, M. C. Duarte, J. Enroth, P. Erzberger, V. Fedosov, B. Fojcik, R. Gabriel, M. C. M. Coelho, D. S. G. Henriques, O. V. Ilina, J. E. Gil-Novoa, M. E. Morales-Puentes, S. R. Gradstein, R. Gupta, V. Nath, A. K. Asthana, A. Koczur, M. Lebouvier, A. Mesterházy, F. Mogro, A. Mežaka, Cs. Németh, J. D. Orgaz, Y. Sakamoto, J. Paiva, F. Sales, N. Pande, M. S. Sabovljević, J. Pantivić, A. D. Sabovljević, A. Pérez-Haase, D. Pinheiro da Costa, V. Plášek, J. Sawicki, M. Szczecińska, J. Chmielewski, A. Potemkin, A. Schäfer-Verwimp, W. B. Schofield, C. Sérgio, M. SimSim, S. Sjögren, D. Spitale, A. Stebel, S. Ştefănuţ, G. M. Suárez, J. R. Flores, L. Thouvenot, J. Váňa, Y.-J. Yoon, J. H. Kim & R. Zubel	2015	
603858		Phytotaxa,Phytotaxa 57: 27,2012	Phytotaxa	SCHÄFER-VERWIMP, ALFONS , PERALTA, DENILSON F. , SIQUEIRA, SAMYLIA M. DA COSTA . .	2012	original description
599112		Flora Brasilensis,Vol. XIV, Part IV, Fasc. 99 Coluna 5 - 6,1886	Flora Brasilensis	Cogniaux, Célestin Alfred	1886	original description
603862		Reliq. Haenk.,2(2): 139,1835	Reliq. Haenk.	C. Presl	1835	original description
603863		Bot. Voy. Sulphur,70,1844	Bot. Voy. Sulphur	Bentham	1844	original description
603864		Fl. Flumin. Icon.,tab. 100,1827	Fl. Flumin. Icon.	Vell.	1827	
603864		Fl. Flumin.,384,1881	Fl. Flumin.	Vell.	1881	
603865		Fl. Flumin. Icon.,9, tab. 100,1827	Fl. Flumin. Icon.	Vell.	1827	
603865		Fl. Flumin.,384,1881	Fl. Flumin.	Vell.	1881	
603866		Phytotaxa,205(2): 113,2015	Phytotaxa	Monteiro, R.F. & Forzza, R.C.	2015	original description
603867	ISSN 1179-3155	Phytotaxa,307(2): 147-152,2017	Phytotaxa	Oliveira, R.S. et al.	2017	original description
104006		Bull. Jap. Soc. Sci. Fish.,47: 967-978,1981	Bull. Jap. Soc. Sci. Fish.	Fukuyo, Y.	1981	original description
603424		Hoehnea,38(1): 97-108,2011	Hoehnea	Bicudo, C.E.M.	2011	
104006		Mar. Poll. Bull.,64(5):1074-8.,2012	Mar. Poll. Bull.	Nascimento, S.M. et al.	2012	
16791		Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.,1: 377,1832	Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.	Mart. & Zucc.	1832	original description
603425		Mus. Nac. Série Livros 9,256 p.,2001	Mus. Nac. Série Livros 9	Menezes, M. & Dias, I.C.A.	2001	
603425		Infus.,30 p., Tafel II, figs 19-22,1883	Infus.	Stein, F.	1883	original description
603424		Bot. Arch.,6: 110,1924	Bot. Arch.	Geitler, L.	1924	original description
603868		Syst. Geo. Pl.,76: 179-183,2006	Syst. Geo. Pl.	Rouhan, G. & Cremers, G.	2006	
603868		Bull. Herb. Boissier, sér. 2,6: 294,1906	Bull. Herb. Boissier, sér. 2	Christ, H.	1906	original description
581575		Cryptog., Bryol. Lichénol.,17(1): 39-65,1996	Cryptog., Bryol. Lichénol.	Frahm, J.-P.	1996	
117205		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	Frahm, J.-P.	1996	
603869		Phytotaxa,272: 191-200,2016	Phytotaxa	Torres-Leite, F. et al.	2016	original description
603870		Phytotaxa,272: 191-200,2016	Phytotaxa	Torres-Leite, F. et al.	2016	original description
603871		Phytotaxa,202: 289-293,2015	Phytotaxa	Bruniera, C.P. et al.	2015	original description
603872		Phytotaxa,202: 289-293,2015	Phytotaxa	Bruniera, C.P. et al.	2015	original description
603881		Rodriguésia,3: 115,1937	Rodriguésia	Brade, A.C.	1937	original description
91013		Mém. Foug.,2: 49,1845	Mém. Foug.	Fée, A.L.A.	1845	original description
603882		Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss.,36: 122,1899	Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss.	Christ, H.	1899	original description
581791		Amer. Fern J.,102: 229,2012	Amer. Fern J.	Carvalho, F.A., Salino, A. & Zartman, C.E.	2012	
581791		Brittonia,39: 316,1987	Brittonia	Mickel, J.T.	1987	original description
603886		Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss.,36: 107,1899	Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss.	Christ, H.	1899	original description
603887		Brittonia,39: 320,1987	Brittonia	Mickel, J.T.	1987	original description
603888		Mém. Foug.,2: 48,1845	Mém. Foug.	Fée, A.L.A.	1845	original description
603890		Mém. Foug.,2: 47,1845	Mém. Foug.	Fée, A.L.A.	1845	original description
603891		in Milbraed., Wiss. Erg. Deut. Zentr.-Afr. Exped.,34,1910	in Milbraed., Wiss. Erg. Deut. Zentr.-Afr. Exped.	Hieronymus, G.	1910	original description
603892		Arch. Inst. Biol. Veg.,2: 5,1935	Arch. Inst. Biol. Veg.	Brade, A.C.	1935	original description
13338		Novon,7(3): 285-307,1997	Novon	Sendulsky, T.	1997	original description
97539		Syn. Hepat.,378.,1845	Syn. Hepat.	Gottsche, C.M. in Gottsche et al.	1845	original description
13339		Novon,5: 76-96,1995	Novon	Sendulsky, T.	1995	
13339		Repertorium Specierum Novarum Regni Vegetabilis 7,7: 311-327,1909	Repertorium Specierum Novarum Regni Vegetabilis 7	Hackel, E.	1909	original description
13341		Fl. bras.,2(3): 216,1880	Fl. bras.	Doell, J.C.	1880	original description
13348		Novon,5: 76-96,1995	Novon	Sendulsky, T.	1995	original description
121816		Rodriguesia,61: 51,2010	Rodriguesia	Leme, E.M.C., et al.	2010	original description
13336		Novon,5: 76-96,1995	Novon	Sendulsky, T.	1995	original description
46915		Phytotaxa,13: 1-26,2010	Phytotaxa	Louzada, R.B. & Wanderley, M.G.L.	2010	
46915		J. Bromeliad Soc.,66: 6-19,2017	J. Bromeliad Soc.	Louzada, R.B. & Wanderley, M.G.L.	2017	
603901		Kew Bull.,72(1): 15,2017	Kew Bull.	Wood, J.R.I. et al.	2017	original description
603884		Phytotaxa,13: 1-26,2010	Phytotaxa	Louzada, R.B. & Wanderley, M.G.L.	2010	
603884		J. Bromeliad Soc.,66: 6-19,2017	J. Bromeliad Soc.	Louzada, R.B. & Wanderley, M.G.L.	2017	
603885		Phytotaxa,13: 1-26,2010	Phytotaxa	Louzada, R.B. & Wanderley, M.G.L.	2010	
603885		J. Bromeliad Soc.,66: 6-19,2017	J. Bromeliad Soc.	Louzada, R.B. & Wanderley, M.G.L.	2017	
603902		Phytotaxa,314/260,2017	Phytotaxa	Groppo, M. & Pirani, J.R.	2017	original description
95942		Journ. of the Hattori Bot. Lab.,61: 423-476,1982	Journ. of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1982	
603905		Journ, of the Hattori Bot. Lab.,61: 423-476,1986	Journ, of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
579514		Journ. Hattori Bot. Lab.,61: 423-476,1986	Journ. Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
579516		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
95943		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
95945		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
95944		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B & CROSBY, M.R.	1986	
81877		Acta Amazonica,12(2): 291-292,1982	Acta Amazonica	Barros, M.S. & Mariz, G.	1982	original description
78384		Mémoire sur la famille de Guttifères,226–367,1860	Mémoire sur la famille de Guttifères	Planchon J. E. & Triana, J.	1860	original description
81888		Kew Bulletin,210-221,1936	Kew Bulletin	Sandwith, N.Y.	1936	original description
579515		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B.H. & CROSBY. M.R.	1986	
579517		Journ. of the Hattori Bot. Lab.,61: 423-476,1968	Journ. of the Hattori Bot. Lab.	ALLEN, B.H. & CROSBY. M.R.	1968	
81902		As Clusiaceae Lindl. (Guttiferae Juss) s.s....,98 p.,2011	As Clusiaceae Lindl. (Guttiferae Juss) s.s....	Cabral, F.N.	2011	
81902		Mémoire sur la famille de Guttifères,226–367,1860	Mémoire sur la famille de Guttifères	Planchon J.E. & Triana, J.	1860	original description
579518		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B.H. & CROSBY. M.R.	1986	
81904		London Journal of Botany,2: 367-368,1843	London Journal of Botany	Bentham, G.	1843	original description
603909		Bulletin of the Torrey Botanical Club,75(4): 374-438,1948	Bulletin of the Torrey Botanical Club	Maguire, B.	1948	original description
22436		Trans. Linn. Soc. London, Bot.,28(2): 384-385,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
78386		Arquivos do Instituto de Biologia Vegetal,2: 27-74,1935	Arquivos do Instituto de Biologia Vegetal	Ducke, A.	1935	
581577		Cryptogamie, Bryol. Lichénol.,17(1): 39-65,1996	Cryptogamie, Bryol. Lichénol.	J.P.-Frahm	1996	
581578		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	J.P.-Frahm	1996	
581579		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	J.P.-Frahm	1996	
581580		Cryptogamie, Bryol. Lichénol.,17(1): 39-65,1996	Cryptogamie, Bryol. Lichénol.	J.P.-Frahm	1996	
581581		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	J.P.-Frahm	1996	
581582		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	J.P.-Frahm	1996	
580433		Blumea, suppl.,13: 1-388,2002	Blumea, suppl.	Kruijer, H.D.	2002	
580434		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580436		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580437		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580438		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580439		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580440		Blumea. Suppl.,13: 1-388,2002	Blumea. Suppl.	Kruijer, H.D.	2002	
580442		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580443		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580444		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580445		Blumea, Suppl.,13: 1-388,2002	Blumea, Suppl.	Kruijer, H.D.	2002	
580446		Blumea. Suppl.,13: 1-388,2002	Blumea. Suppl.	Kruijer, H.D.	2002	
603917		Phytotaxa,258(1): 99-100,2016	Phytotaxa	VILAS BOAS-BASTOS, S.B. & BASTOS, C.J.P.	2016	
603918		Phytotaxa,258(1): 99-100,2016	Phytotaxa	VILAS BOAS-BASTOS, S.B. & BASTOS, C.J.P.	2016	
580903		Pesquisas, Bot.,69: 13-71,2016	Pesquisas, Bot.	VILAS BOAS-BASTOS, S.B. & BASTOS, C.J.P.	2016	
580898		Acta Acad. Paed. Agriensis,24: 43-83,2003	Acta Acad. Paed. Agriensis	Allen, B.H. & Magill, R.E.	2003	
580905		Acta Acad. Paed. Agriensis,24: 43-83,2003	Acta Acad. Paed. Agriensis	Allen, B.H. & Magill, R.E.	2003	
603919		Cryptogamie, Bryologie,26(1): 60.,2005	Cryptogamie, Bryologie	Reiner-Drehwald, M.E.	2005	original description
603920		Trans. Linn. Soc. London, Bot.,28(2): 384,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
603921		Fl. bras.,11(1): 149,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
579496		Journ. of the Hattori Bot. Lab.,61: 423-476,1986	Journ. of the Hattori Bot. Lab.	ALLEN, B.H. & CROSBY. M.R.	1986	
96862		Rickia,6: 9-19,1974	Rickia	GRIFFIN, D. III	1974	
96862		Memoirs of The New York Botanical Garden,82: 1-400,1998	Memoirs of The New York Botanical Garden	BUCK, W.R.	1998	
581516		Rickia,6: 9-19,1974	Rickia	GRIFFIN, D. III	1974	
581517		Rickia,6: 9-19,1974	Rickia	GRIFFIN, D. III	1974	
581518		Rickia,6: 9-19,1974	Rickia	GRIFFIN, D. III	1974	
581519		Rickia,6: 9-19,1974	Rickia	GRIFFIN, D. III	1974	
581520		Rickia,6: 9-19,	Rickia	GRIFFIN, D. III		
81884		Phytologia,39(2): 65–77,1978	Phytologia	Maguire, B.	1978	original description
78389		Archivos do Instituo de Biologia Vegetal,2(1): 26-74,1935	Archivos do Instituo de Biologia Vegetal	Ducke, A.	1935	original description
81903		Annales des Sciences Naturelles, serie 4 Botanique,226–367,1860	Annales des Sciences Naturelles, serie 4 Botanique	Planchon J. E. & Triana, J.	1860	original description
81899		Annales des Sciences Naturelles, serie 4 Botanique,226–367,1860	Annales des Sciences Naturelles, serie 4 Botanique	Planchon, J.E. & Triana, J.J.	1860	original description
78381		Bulletin de la Société Botanique de Genève,6: 179-212,1915	Bulletin de la Société Botanique de Genève	Huber, J.E.	1915	original description
81894		Phytologia,1: 113-132,1935	Phytologia	Smith, A.C.	1935	original description
81880		Lloydia,2: 197,1939	Lloydia	Smith, A.C.	1939	original description
78383	1935	Phytologia,1(3): 113-132,	Phytologia	Smith, A.C.		original description
81890		Annuaire du Conservatoire et du Jardin Botaniques,21: 49-68,1919	Annuaire du Conservatoire et du Jardin Botaniques	Hochreutiner, B.P.G.	1919	original description
6887		Annales des Sciences Naturelles, serie 4 Botanique,226–367,1860	Annales des Sciences Naturelles, serie 4 Botanique	Planchon J.E. & Triana, J.	1860	original description
81905		Systematic Botany,40: 968–988,2015	Systematic Botany	Gahagen et al.	2015	
81905		Annales des Sciences Naturelles, serie 4 Botanique,226–367,1860	Annales des Sciences Naturelles, serie 4 Botanique	Planchon J.E. & Triana, J.	1860	original description
81895		Fl. bras.,12, 441–455,1888	Fl. bras.	Engler, A.	1888	original description
117206		Cryptogamie, Bryol. Lichénol.,17(1): 39-65,1996	Cryptogamie, Bryol. Lichénol.	J.-P. Frahm	1996	
117207		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	J.-P. Frahm	1996	
120777		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	Frahm, J.-P.	1996	
603930		Flora Neotropica,118: 38,2016	Flora Neotropica	Mickel, J.T.	2016	original description
581573		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	Frahm, J.-P.	1996	
581576		Cryptog. Bryol. Lichénol.,17(1): 39-65,1996	Cryptog. Bryol. Lichénol.	Frahm, J.-P.	1996	
603934		Trans. Linn. Soc. London,2: 327,1794	Trans. Linn. Soc. London	Thunberg, C.P.	1794	original description
27325		Prodromus Systematis Naturalis Regni Vegetabilis,5: 649,1836	Prodromus Systematis Naturalis Regni Vegetabilis	Candolle, A.P. de	1836	original description
139724		Phytologia,24:189,1972	Phytologia	R.M. King & H. Rob.	1972	original description
603938		Flora Neotropica,90: 71.,2003	Flora Neotropica	Dauphin, G.	2003	
603938		Bull. Torrey Bot. Club,32: 286.,1905	Bull. Torrey Bot. Club	Evans, A.	1905	original description
81898		Monographiae Phanerogamarum,1–669,1893	Monographiae Phanerogamarum	Vesque, J.	1893	
81898		Annales des Sciences Naturelles, serie 4 Botanique,226–367,1860	Annales des Sciences Naturelles, serie 4 Botanique	Planchon J.E. & Triana, J.	1860	original description
603939		Fl. bras. merid.,2:173,1829	Fl. bras. merid.		1829	original description
9194		Taxon,62: 816,2013	Taxon	Carvalho-Sobrinho, J.G. et al.	2013	
9194		Florae Fluminensis, seu, Descriptionum plantarum p,288,1828	Florae Fluminensis, seu, Descriptionum plantarum p	Velloso, J.M.C	1828	
9194		Bull. Jard. Bot. État Bruxelles,33: 60,1963	Bull. Jard. Bot. État Bruxelles	Robyns, A.	1963	original description
102955		Flora Ilustrada de Entre Ríos,6/285-327,1974	Flora Ilustrada de Entre Ríos	Cabrera, A.L.	1974	
603422		Phytotaxa,291/001-016,2017	Phytotaxa	Roque, N. et al.	2017	original description
603941		Fl. bras.,12(3)/22,1886	Fl. bras.	K. Schum.	1886	original description
603187		Phytotaxa,278/56,2016	Phytotaxa	ANDRINO, C.O., TROVÓ, M., SANO, P.T.	2016	original description
124597		Novon,21(4) 487-490,2011	Novon	Ribeiro-Silva,S & Proença,C.B. E.	2011	original description
132719	http://florabrasiliensis.cria.org.br/fviewer	Fl. bras.,Vol. VI, Part III, Fasc. 93 Prancha 83,1884	Fl. bras.	Baker, J.G.	1884	
603969		Sp. Pl.,1:418,1743	Sp. Pl.		1743	original description
109626		Sp. Pl.,1:417,1753	Sp. Pl.		1753	original description
603970		Evolvulus flavus sp. nov. (Convolvulaceae) from th,35 (1): 20-24,2017	Evolvulus flavus sp. nov. (Convolvulaceae) from th	Bandeira, A.N.T.; Buril, M.T.; da Costa, F.C.P. & Melo, J.I.M.	2017	original description
102955		Nova Genera et Species Plantarum (folio ed.),4: 62,1818	Nova Genera et Species Plantarum (folio ed.)	Kunth, K.S.	1818	original description
134253		Arch. Jard. Bot. Rio de Janeiro,15/ 73-74,1957	Arch. Jard. Bot. Rio de Janeiro	Cabrera, A.L.	1957	original description
603972		Flora Argentina: Flora Vascular de la República Ar,VII/Tomo 1: 440-447,2014	Flora Argentina: Flora Vascular de la República Ar	Freire, S.E.	2014	
603973		Flora Argentina: Flora Vascular de la República Ar,VII/Tomo I: 440-447.,2014	Flora Argentina: Flora Vascular de la República Ar	Freire, S.E.	2014	
603974		Plant. Syst. Evol.,302: 199.,2016	Plant. Syst. Evol.	Bechteler, J. et al.	2016	original description
603977		Ned. Kruidk. Arch.,5(2):162,1859	Ned. Kruidk. Arch.	Bosch v.d.	1859	original description
115369		Adansonia, sér. 3,38 (1):62,2016	Adansonia, sér. 3	Sastre C. & Offroy B.	2016	
603979		Ann. Sc. Nat. Bot., sér. 8e16: 260,1902	Ann. Sc. Nat. Bot., sér. 8e,	Tiegh.	1902	original description
603980		Ann. Sc. Nat. Bot., sér. 8e,16: 262,1902	Ann. Sc. Nat. Bot., sér. 8e	Tieghem	1902	original description
81704		Brittonia,3/485,1940	Brittonia	Smith, A.C.	1940	original description
81705		Brittonia,3(3): 485,1940	Brittonia	Smith, A.C.	1940	
81706		Publ. Field Mus. Nat. Hist., Bot. Ser.,13(3A, 1): 211. 1951,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
6799		Brittonia,3(3): 477,1940	Brittonia	Smith, A.C.	1940	original description
6799		Fl. bras.,11(1): 149-150,1878	Fl. bras.	Peyritsch, J.J.	1878	
598317		Brittonia,3(3): 477,1940	Brittonia	Smith, A.C.	1940	
598317		Rodriguesia,61(1): 124,2010	Rodriguesia	Lombardi, J.A.	2010	
598317		Fl. bras.,11(1): 149-150,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
22424		Brittonia,3(3): 500-501,1940	Brittonia	Smith,  A.C.	1940	original description
600914		Acta Bot. Brasil.,22(3)/762,	Acta Bot. Brasil.	Melo & Semir		
105117		Kew Bull.,64(2)/289,2010	Kew Bull.	Melo & Semir	2010	
105118		Acta Bot. Brasil.,24(1)/121,2010	Acta Bot. Brasil.	Melo & Semir	2010	
